N° interne,N° SA,SN1/SN2, Famille  de situation,Problématique exemplaire,Urgences-SN1,Ped Ambu,SN2-Gynéco,Titre,Spécialité,5 types d'étapes de raisonnement,2 types d'étapes du raisonnement,Item,RC,Compétences,Compétences certifiées,Notes
28,281,SN1-1,FS01,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",SN1 avant Urgences,oui,SN2 avant Pôle femme,Surntrainement,Psychiatrie,Prévention-Education,Autre,Modifications thérapeutiques du mode de vie (alimentation et activité physique) chez l'adulte et l'enfant,DÉPISTAGE ET PRÉVENTION,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C1NnD6' 'C3NnD5'],
29,282,SN1-1,FS09,Prescriptions médicamenteuses nouvelles,Urgences avant SN1,non,SN2 avant Pôle femme,SA1 Ozempic,Endocrinologie,PEC-ttt,PEC-ttt,Obésité de l'enfant et de l'adulte (voir item 71),OBÉSITÉ,"Approche globale, prise en compte de la complexité",['C1NnD7' 'C3NnD3' 'C3NnD5'],
29,283,SN1-1,FS09,Prescriptions médicamenteuses nouvelles,Urgences avant SN1,non,SN2 avant Pôle femme,SA 2 stilnox,Psychiatrie,PEC-ttt,PEC-ttt,Addiction aux médicaments psychotropes (benzodiazépines et apparentés),TOXICOMANIE,"Premier recours, urgences",['C1NnD1' 'C3NnD4' 'C2NnD2'],
29,284,SN1-1,FS04,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,non,SN2 avant Pôle femme,SA 3 vaccination,Pédiatrie,Prévention-Education,Autre,Vaccinations,VACCINATION,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C1NnD8' 'C3NnD2' 'C3NiD1' 'C5NiD4'],
29,285,SN1-1,FS07,Procédures médico-administratives,Urgences avant SN1,non,SN2 avant Pôle femme,SA 4 temps partiel thérapeutique,Santé publique (Administratif/Social),Administratif-Social,Autre,Accidents du travail et maladies professionnelles : définitions et enjeux,PROCÉDURE ADMINISTRATIVE,"Continuité, suivi, coordination des soins autour du patient",['C3NnD4' 'C4NnD3' 'C5NiD2'],
29,286,SN1-1,FS08,Situations de soins non programmés vous ayant posé problème,Urgences avant SN1,non,SN2 avant Pôle femme,demande AT abusif,Santé publique (Administratif/Social),Administratif-Social,Autre,Accidents du travail et maladies professionnelles : définitions et enjeux,PROCÉDURE ADMINISTRATIVE,"Continuité, suivi, coordination des soins autour du patient",['C1NnD1' 'C2NiD2' 'C5NnD3' 'C2NiD5' 'C5NiD6'],
29,287,SN1-1,FS02,Exemples de l'apport d'articles de la littérature utiles pour réévaluer la décision,Urgences avant SN1,non,SN2 avant Pôle femme,SA 6 : la purge,Pédiatrie,PEC-ttt,PEC-ttt,Vaccinations,VACCINATION,"Premier recours, urgences",,
29,288,SN1-1,FS02,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,Urgences avant SN1,non,SN2 avant Pôle femme,SA 7 grille Calgary expliquer et planifier,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",['C2NiD3' 'C2NcD7' 'C3NcD3' 'C6NcD1'],
29,289,SN1-1,FS01,Exemples de l'apport d'articles de la littérature utiles pour réévaluer la décision,Urgences avant SN1,non,SN2 avant Pôle femme,SA 8 : gonarthrose,Rhumatologie,PEC-ttt,PEC-ttt,Arthrose,ARTHROSE,"Premier recours, urgences",['C4NcD1' 'C3NcD2' 'C2NiD5'],
29,290,SN1-1,FS10,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,Urgences avant SN1,non,SN2 avant Pôle femme,SA 9 grille calagary débuter et recueillir,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",['C1NnD3' 'C4NnD1' 'C6NnD2'],
29,291,SN1-1,FS04,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,non,SN2 avant Pôle femme,SA 10 : prévention VRS,Pédiatrie,Prévention-Education,Autre,Vaccinations,VACCINATION,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C1NnD8' 'C3NnD5' 'C5NnD1'],
30,292,SN1-1,FS01,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,Urgences avant SN1,non,Pôle femme avant SN2,SA n°1 - salade multi-motifs,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",,
30,293,SN1-1,FS02,Difficultés relationnelles avec le patient ou son entourage,Urgences avant SN1,non,Pôle femme avant SN2,SA n°2 - l'habit ne fait pas le moine,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",,
30,294,SN1-1,FS02,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,Urgences avant SN1,non,Pôle femme avant SN2,SA n°3 - Gloubiboulga de motifs,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",,
30,295,SN1-1,FS05,Pratique de gestes techniques utiles en soins primaires,Urgences avant SN1,non,Pôle femme avant SN2,SA N°4 - Frottis-frottas,Gynécologie,Prévention-Education,Autre,Diagnostic des cancers : signes d'appel et investigations para-cliniques ; caractérisation du stade ; pronostic,DÉPISTAGE ET PRÉVENTION,"Premier recours, urgences",,
30,296,SN1-1,FS07,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,Urgences avant SN1,non,Pôle femme avant SN2,SA n°5 - A perdu les pédales,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",,
30,297,SN1-1,FS06,Prescriptions médicamenteuses nouvelles,Urgences avant SN1,non,Pôle femme avant SN2,SA N°6 - La béquille,Psychiatrie,PEC-ttt,PEC-ttt,"Diagnostiquer : un trouble dépressif, un trouble anxieux généralisé, un trouble panique, un trouble phobique, un trouble obsessionnel compulsif, un état de stress post-traumatique, un trouble de l'adaptation (de l'enfant à la personne âgée), un trouble de la personnalité",DÉPRESSION,"Premier recours, urgences",,
30,298,SN1-1,FS04,Pratique de gestes techniques utiles en soins primaires,Urgences avant SN1,non,Pôle femme avant SN2,SA°7 - Pic et pic et colégram,Pédiatrie,Prévention-Education,Autre,Vaccinations,VACCINATION,"Premier recours, urgences",,
30,299,SN1-1,FS02,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,non,Pôle femme avant SN2,SA n°8 - Parfumée,ORL,Diagnostic,Diagnostic,0,0,"Premier recours, urgences",C2NnD3,
30,300,SN1-1,FS08,Procédures médico-administratives,Urgences avant SN1,non,Pôle femme avant SN2,SA n°9 - La saison des certificats est ouverte,Santé publique (Administratif/Social),Administratif-Social,Autre,Aptitude au sport chez l'adulte et l'enfant ; besoins nutritionnels chez le sportif,PROCÉDURE ADMINISTRATIVE,"Continuité, suivi, coordination des soins autour du patient",C2NnD3,
30,301,SN1-1,FS09,Difficultés relationnelles avec le patient ou son entourage,Urgences avant SN1,non,Pôle femme avant SN2,"SA n°10 - Non, c'est non",Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",,
31,302,SN1-1,FS07,Procédures médico-administratives,Urgences avant SN1,oui,Pôle femme avant SN2,Demande MDPH,Santé publique (Administratif/Social),Administratif-Social,Autre,Soin et accompagnement dans la maladie chronique et le handicap,PROCÉDURE ADMINISTRATIVE,"Continuité, suivi, coordination des soins autour du patient",,
31,303,SN1-1,FS01,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,oui,Pôle femme avant SN2,Proteinurie,Néphrologie,Diagnostic,Diagnostic,Protéinurie et syndrome néphrotique de chez l'l'adulte et de l'enfant,DÉPISTAGE ET PRÉVENTION,"Premier recours, urgences",['C5NnD3' 'C6NnD3' 'C6NnD4'],
31,304,SN1-1,FS01,Prescriptions médicamenteuses nouvelles,Urgences avant SN1,oui,Pôle femme avant SN2,SA 2 DAPAGLIFOZINE,Néphrologie,PEC-ttt,PEC-ttt,Insuffisance rénale chronique chez l'adulte et l'enfant,INSUFFISANCE RÉNALE - MALADIE RENALE CHRONIQUE,"Premier recours, urgences",,
31,305,SN1-1,FS09,Exemples de l'apport de la supervision de l'enseignant clinicien modifiant votre perception de la situation,Urgences avant SN1,oui,Pôle femme avant SN2,EU TIRADS,Endocrinologie,PEC-ttt,PEC-ttt,"Goitre, nodules thyroïdiens et cancers thyroïdiens",GOITRE - NODULE THYROÏDIEN,"Premier recours, urgences",['C3NnD1' 'C5NnD5' 'C2NnD3' 'C3NnD5'],
31,306,SN1-1,FS09,Difficultés relationnelles avec le patient ou son entourage,Urgences avant SN1,oui,Pôle femme avant SN2,Comminiquer avec un patient borderline,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",,
31,307,SN1-1,FS07,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,Urgences avant SN1,oui,Pôle femme avant SN2,Communication,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",,
31,308,SN1-1,FS04,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,Urgences avant SN1,oui,Pôle femme avant SN2,Communication,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",['C3NiD3' 'C5NnD2'],
31,309,SN1-1,FS04,Pratique de gestes techniques utiles en soins primaires,Urgences avant SN1,oui,Pôle femme avant SN2,Angine chez l'enfant,ORL,PEC-ttt,PEC-ttt,Angines de l'adulte et de l'enfant et rhinopharyngites de l'enfant,ANGINE (AMYGDALITE -PHARYNGITE),"Premier recours, urgences",['C5NiD3' 'C6NcD4'],
31,310,SN1-1,FS01,Exemples de l'apport d'articles de la littérature utiles pour réévaluer la décision,Urgences avant SN1,oui,Pôle femme avant SN2,Prvention cardio vasculaire primaire,Cardiologie,Prévention-Education,Autre,Dyslipidémies,DYSLIPIDÉMIE,"Éducation, prévention, dépistage, santé individuelle et communautaire",,
31,311,SN1-1,FS01,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,Urgences avant SN1,oui,Pôle femme avant SN2,Calagary 3,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",,
32,312,SN1-1,FS02,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,oui,Pôle femme avant SN2,TEA SA_1.1,Neurologie,Diagnostic,Diagnostic,Radiculalgie et syndrome canalaire,CERVICALGIE,"Continuité, suivi, coordination des soins autour du patient",,
32,313,SN1-1,FS02,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,oui,Pôle femme avant SN2,TEA SA_1.2,Santé publique (Administratif/Social),Administratif-Social,Autre,Aptitude au sport chez l'adulte et l'enfant ; besoins nutritionnels chez le sportif,PROCÉDURE ADMINISTRATIVE,"Éducation, prévention, dépistage, santé individuelle et communautaire",,
32,314,SN1-1,FS01,Prescriptions médicamenteuses nouvelles,Urgences avant SN1,oui,Pôle femme avant SN2,TEA SA_2.2,Pédiatrie,Prévention-Education,Autre,Vaccinations,VACCINATION,"Éducation, prévention, dépistage, santé individuelle et communautaire",,
32,315,SN1-1,FS03,Prescriptions médicamenteuses nouvelles,Urgences avant SN1,oui,Pôle femme avant SN2,TEA SA_2.1,Gastroentérologie,PEC-ttt,PEC-ttt,Ulcère gastrique et duodénal. Gastrite,IATROGÈNE - EFFET INDÉSIRABLE D’UNE THÉRAPEUTIQUE,"Premier recours, urgences",,
32,316,SN1-1,FS01,Exemples de l'apport d'articles de la littérature utiles pour réévaluer la décision,Urgences avant SN1,oui,Pôle femme avant SN2,TEA SA_9.1,Endocrinologie,Diagnostic,Diagnostic,Hyperthyroïdie,HYPERTHYROÏDIE,"Premier recours, urgences",,
32,317,SN1-1,FS10,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,oui,Pôle femme avant SN2,TEA SA_1.3,Psychiatrie,PEC-ttt,PEC-ttt,Troubles des conduites alimentaires chez l'adolescent et l'adulte (voir item 251),ANOREXIE –BOULIMIE,"Approche globale, prise en compte de la complexité",,
32,318,SN1-1,FS01,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,oui,Pôle femme avant SN2,TEA SA_2.3,Pédiatrie,Prévention-Education,Autre,Vaccinations,VACCINATION,"Éducation, prévention, dépistage, santé individuelle et communautaire",,
32,319,SN1-1,FS01,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,Urgences avant SN1,oui,Pôle femme avant SN2,TEA SA_8.1,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",,
32,320,SN1-1,FS09,Prescriptions médicamenteuses nouvelles,Urgences avant SN1,oui,Pôle femme avant SN2,TEA SA_2.4,Santé publique (Administratif/Social),Administratif-Social,Autre,Cadre réglementaire de la prescription thérapeutique et recommandations pour le bon usage,PROCÉDURE ADMINISTRATIVE,"Continuité, suivi, coordination des soins autour du patient",,
32,321,SN1-1,FS10,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,oui,Pôle femme avant SN2,TEA SA_1.4,Gastroentérologie,PEC-ttt,PEC-ttt,Tumeurs du pancréas,CANCER,"Approche globale, prise en compte de la complexité",,
33,322,SN1-1,FS02,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",SN1 avant Urgences,non,Aucun des deux n'a été réalisé,Dépistage du cancer de la prostate par PSA,Urologie,Prévention-Education,Autre,Diagnostic des cancers : signes d'appel et investigations para-cliniques ; caractérisation du stade ; pronostic,DÉPISTAGE ET PRÉVENTION,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C3NiD3' 'C5NiD3'],
33,323,SN1-1,FS01,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",SN1 avant Urgences,non,Aucun des deux n'a été réalisé,Aide au sevrage tabagique,Pneumologie,Prévention-Education,Autre,Addiction au tabac,TABAGISME,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C1NnD7' 'C3NiD3' 'C5NiD3'],
33,324,SN1-1,FS08,Procédures médico-administratives,SN1 avant Urgences,non,Aucun des deux n'a été réalisé,Accompagnement proche en fin de vie,Santé publique (Administratif/Social),Administratif-Social,Autre,"Soins palliatifs pluridisciplinaires chez un malade en phase palliative ou terminale d'une maladie grave, chronique ou létale (2). Accompagnement de la personne malade et de son entourage. Principaux repères éthiques.",PROCÉDURE ADMINISTRATIVE,"Continuité, suivi, coordination des soins autour du patient",['C1NiD2' 'C2NID1'],
33,325,SN1-1,FS09,Difficultés relationnelles avec le patient ou son entourage,SN1 avant Urgences,non,Aucun des deux n'a été réalisé,Insomnie/Demande BZD,Psychiatrie,PEC-ttt,PEC-ttt,Troubles du sommeil de l'enfant et de l'adulte,INSOMNIE,"Premier recours, urgences",['C1NiD5' 'C2NiD4' 'C6NiD3'],
33,326,SN1-1,FS01,Prescriptions médicamenteuses nouvelles,SN1 avant Urgences,non,Aucun des deux n'a été réalisé,Anti-hypertenseurs,Cardiologie,PEC-ttt,PEC-ttt,Hypertension artérielle de l'adulte et de l’enfant,HTA,"Premier recours, urgences",C3NiD1,
33,327,SN1-1,FS01,Exemples de l'apport d'articles de la littérature utiles pour réévaluer la décision,SN1 avant Urgences,non,Aucun des deux n'a été réalisé,Antihypertenseurs chez sujet à peau noire,Cardiologie,PEC-ttt,PEC-ttt,Hypertension artérielle de l'adulte et de l’enfant,HTA,"Approche globale, prise en compte de la complexité",['C2NnD1' 'C2NnD2'],
33,328,SN1-1,FS08,Procédures médico-administratives,SN1 avant Urgences,non,Aucun des deux n'a été réalisé,Accident de travail,Santé publique (Administratif/Social),Administratif-Social,Autre,Accidents du travail et maladies professionnelles : définitions et enjeux,PROCÉDURE ADMINISTRATIVE,"Continuité, suivi, coordination des soins autour du patient",['C2NcD1' 'C6NcD1' 'C2NnD2'],
33,329,SN1-1,FS04,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",SN1 avant Urgences,non,Aucun des deux n'a été réalisé,Vaccination HPV,Pédiatrie,Prévention-Education,Autre,Vaccinations,VACCINATION,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C3NiD2' 'C3NiD3' 'C6NiD4'],
33,330,SN1-1,FS03,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,SN1 avant Urgences,non,Aucun des deux n'a été réalisé,Grille de Calgary,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",['C4NiD1' 'C6NnD3' 'C6NiD3'],
33,331,SN1-1,FS02,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",SN1 avant Urgences,non,Aucun des deux n'a été réalisé,Place imagerie dans les migraines,Neurologie,Diagnostic,Diagnostic,"Migraine, névralgie du trijumeau et algies de la face",MIGRAINE,"Premier recours, urgences",['C5NiD2' 'C6NiD3'],
34,332,SN1-1,FS03,Difficultés relationnelles avec le patient ou son entourage,SN1 avant Urgences,non,SN2 avant Pôle femme,L'incertitude diagnostique,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",,
34,333,SN1-1,FS05,Prescriptions médicamenteuses nouvelles,SN1 avant Urgences,non,SN2 avant Pôle femme,"Grossesse, nausées invalidantes : que prescrire ?",Gynécologie,PEC-ttt,PEC-ttt,Principales complications de la grossesse,GROSSESSE,"Premier recours, urgences",,
34,334,SN1-1,FS04,Exemples de l'apport de la supervision de l'enseignant clinicien modifiant votre perception de la situation,SN1 avant Urgences,non,SN2 avant Pôle femme,Pleurs inexpliqués du nourrisson,Pédiatrie,Diagnostic,Diagnostic,"Reflux gastro-œsophagien chez le nourrisson, chez l'enfant et chez l'adulte. Hernie hiatale",REFLUX - PYROSIS - OESOPHAGITE,"Premier recours, urgences",,
34,335,SN1-1,FS08,Procédures médico-administratives,SN1 avant Urgences,non,SN2 avant Pôle femme,Certificat d'aptitude à la préparation militaire,Santé publique (Administratif/Social),Administratif-Social,Autre,Certificats médicaux. Décès et législation,PROCÉDURE ADMINISTRATIVE,"Continuité, suivi, coordination des soins autour du patient",,
34,336,SN1-1,FS01,Difficultés relationnelles avec le patient ou son entourage,SN1 avant Urgences,non,SN2 avant Pôle femme,Discours devant une dyslipidémie,Cardiologie,PEC-ttt,PEC-ttt,Dyslipidémies,DYSLIPIDÉMIE,"Éducation, prévention, dépistage, santé individuelle et communautaire",,
34,337,SN1-1,FS08,Procédures médico-administratives,SN1 avant Urgences,non,SN2 avant Pôle femme,Limites légales aux arrêts de travail,Santé publique (Administratif/Social),Administratif-Social,Autre,Certificats médicaux. Décès et législation,PROCÉDURE ADMINISTRATIVE,"Continuité, suivi, coordination des soins autour du patient",,
34,338,SN1-1,FS05,Pratique de gestes techniques utiles en soins primaires,SN1 avant Urgences,non,SN2 avant Pôle femme,Le vaginisme en consultation gynécologique,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Approche globale, prise en compte de la complexité",,
34,339,SN1-1,FS02,Difficultés relationnelles avec le patient ou son entourage,SN1 avant Urgences,non,SN2 avant Pôle femme,Communiquer avec un patient hypocondriaque,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",,
34,340,SN1-1,FS04,Exemples de l'apport d'articles de la littérature utiles pour réévaluer la décision,SN1 avant Urgences,non,SN2 avant Pôle femme,Traumatisme crânien chez l'enfant,Neurologie,Diagnostic,Diagnostic,"Prise en charge immédiate pré-hospitalière et à l'arrivée à l'hôpital, évaluation des complications chez : un brûlé, un traumatisé sévère, un traumatisé thoracique, un traumatisé abdominal, un traumatisé des membres et/ou du bassin, un traumatisé du rachis ou vertébro-médullaire, un traumatisé crânien ou crânio-encéphalique",TRAUMATISME CRÂNIO-CÉRÉBRAL,"Premier recours, urgences",,
34,341,SN1-1,FS02,Difficultés relationnelles avec le patient ou son entourage,SN1 avant Urgences,non,SN2 avant Pôle femme,Refus d'examen complémentaire,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",,
35,342,SN1-1,FS01,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,non,SN2 avant Pôle femme,SA1-2,Endocrinologie,Prévention-Education,Autre,Diabète sucré de types 1 et 2 de l'enfant et de l'adulte. Complications,DIABÈTE DE TYPE 2,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C1NiD4' 'C1NiD3' 'C2NnD3'],
35,343,SN1-1,FS04,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,Urgences avant SN1,non,SN2 avant Pôle femme,SA 8-1,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",['C1NiD3' 'C2NID1' 'C5NnD2'],
35,344,SN1-1,FS01,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,non,SN2 avant Pôle femme,SA1-3,Cardiologie,PEC-ttt,PEC-ttt,Dyslipidémies,DYSLIPIDÉMIE,"Approche globale, prise en compte de la complexité",['C1NnD3' 'C3NnD3'],
35,345,SN1-1,FS04,Pratique de gestes techniques utiles en soins primaires,Urgences avant SN1,non,SN2 avant Pôle femme,SA 7-2,Pédiatrie,Prévention-Education,Autre,Vaccinations,VACCINATION,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C4NnD3' 'C6NnD1'],
35,346,SN1-1,FS02,Prescriptions médicamenteuses nouvelles,Urgences avant SN1,non,SN2 avant Pôle femme,SA2-2,Psychiatrie,PEC-ttt,PEC-ttt,Troubles du sommeil de l'enfant et de l'adulte,INSOMNIE,"Approche globale, prise en compte de la complexité",C3NnD3,
35,347,SN1-1,FS02,Difficultés relationnelles avec le patient ou son entourage,Urgences avant SN1,non,SN2 avant Pôle femme,SA 4-2,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",C1NnD4,
35,348,SN1-1,FS08,Procédures médico-administratives,Urgences avant SN1,non,SN2 avant Pôle femme,SA 5-2,Santé publique (Administratif/Social),Administratif-Social,Autre,Certificats médicaux. Décès et législation,PROCÉDURE ADMINISTRATIVE,"Continuité, suivi, coordination des soins autour du patient",C1NnD3,
